product code,Product,Quantity,Unit Cost,Status,Open,Source Location,Dest. Location,Posting Date,Date Done,User,Advance Invoice No,Invoice No,Reference,Partner,Address,SK,C_ADM,Bank,Cost center,Dep,Gruop,M,Projects,Salis,Skyrius,Tax,Years,Pajamos/Sąnaudos,UOM,Packing List,Production Lot,IMEI,IMSI,ICCID,MSISDN,Date,Confirmed Delivery Date,Name,Amount,Rem. Quantity,Rem. Amount
,[K00117] 9-pin splitter harness for 5th generation,5,9.91,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,9-pin splitter harness for 5th generation,49.55,,
,[K00090] FMS harness with accessory wires 0.5 m (CS116-33-01),5,5.336,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,FMS harness with accessory wires 0.5 m,26.68,,
,[391] EasyCAN (LCV),100,6.5696,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,EasyCAN LCV (J1939),656.96,,
,[ZM-CAM30-FST] Outdoor camera,25,33.198,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,[ZM-CAM30-FST] Outdoor camera,829.95,,
,"[B00002] GPS/GLONASS Antenna / Antena JCL002, RG174 1.5m, SMA male connector ",100,2.0414,done,,Kauno filialas,Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,Pro4/Tco4 antenna,204.14,,
,[Plug5-LTM-NA-BT] Plug5-LTM-NA-BT,100,53.5293,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 7:49,,495047,RUP-55152,SO069069,[Inter] Ruptela SA de CV,"Erasmo Carlos Vite Lara, Viaducto Río de la Piedad 571, Granjas México, Del. Iztacalco 08400 Mexico D.F.",,,,,,,,,,,,,,PCS,PACK106651,,,,,,3/29/2024 7:48,,Plug5-LTM-NA-BT,5352.93,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,100,22.5887,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:06,,495024,RUP-55164,SO066979,[SP] GLOBAL SECURITY CONSULTANTS S.A. DE C.V.,"Roy Morales H., 23 AVE B. 10 Y 11 Calle S.O., Colonia Trejo 21101 San Pedro Sula",,,,,,,,,,,,,,PCS,PACK106600,,,,,,3/29/2024 11:06,,TRACE5-LTE-LA,2258.87,,
,[Eco5-5W-LTE-LA-IP54] Eco5-5W-LTE-LA-IP54,1,61.47,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 11:06,,495024,RUP-55164,SO066979,[SP] GLOBAL SECURITY CONSULTANTS S.A. DE C.V.,"Roy Morales H., 23 AVE B. 10 Y 11 Calle S.O., Colonia Trejo 21101 San Pedro Sula",,,,,,,,,,,,,,PCS,PACK106600,,,,,,3/29/2024 11:06,,Eco5-5W-LTE-LA-IP54,61.47,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,940,33.23798,done,,Final Production Warehouse (Kaunas),Customers,3/29/2024,3/29/2024 12:02,,495025,RUP-55166,SO069088,[SP] GOBRAX SOLUCOES DE GESTAO TECNOLOGICAS LTDA,"Rafael Sabini, CNPJ: 48.888.581/0001-76 . AL DOUTOR CARLOS DE CARVALHO 431 80.410-180 Curitiba, Paraná",,,,,,,,,,,,,,PCS,PACK106736,,,,,,3/29/2024 12:02,,Pro5-Lite-LA,31243.7,,
,"[B00002] GPS/GLONASS Antenna / Antena JCL002, RG174 1.5m, SMA male connector ",100,2.0414,done,,Kauno filialas,Customers,3/29/2024,3/29/2024 13:55,,495079,RUP-55172,SO069080,[SP] RRV Soluciones & Servicios SAC,"JHERSON CORDERO, Ca. Tomas Ramsey 930, Ofc 505 15076 Lima",,,,,,,,,,,,,,PCS,PACK106724,,,,,,3/29/2024 13:55,,Pro4/Tco4 antenna,204.14,,
,[TRACE5-LTM-IP67 (TT)] Trace 5 LTM IP67 TT,4,34.2825,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 11:29,,494121,RUP-55150,SO068949,[SP] Tecnologias Imaginadas SL,"Tiago Luis, Rua Raúl Pereira de Sousa 1B, Vale Flores de Baixo 2810-398 Almada",,,,,,,,,,,,,,PCS,PACK106291,,,,,,3/28/2024 11:28,,Trace 5 LTM IP67 TT,137.13,,
,[TRACE5-LTE-IP67-EMEA (Battery mounted)] TRACE5-LTE-IP67-EMEA (Battery mounted),4,28.8575,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 11:29,,494121,RUP-55150,SO068949,[SP] Tecnologias Imaginadas SL,"Tiago Luis, Rua Raúl Pereira de Sousa 1B, Vale Flores de Baixo 2810-398 Almada",,,,,,,,,,,,,,PCS,PACK106291,,,,,,3/28/2024 11:28,,TRACE5-LTE-IP67-EMEA (Battery mounted),115.43,,
,"[K00140] 90 degree angle, 50 cm length, for Plug5",1000,2.09274,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 10:28,,494205,RUP-55147,SO068674,[SP] FieldTrack AB,"Abbe Rama, Traktorvägen 8 24133 Eslöv",,,,,,,,,,,,,,PCS,PACK106228,,,,,,3/28/2024 10:28,,"90 degree angle, 50 cm length, for Plug5",2092.74,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,40,23.067,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:11,,494505,RUP-55145,SO068985,[SP] Jabbatalk,"Andrew Betts, The Ironworks Warton Road LA5 9EX Carnforth",,,,,,,,,,,,,,PCS,PACK106341,,,,,,3/28/2024 9:10,,TRACE5-LTE-EMEA,922.68,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,50,42.5128,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:11,,494505,RUP-55145,SO068985,[SP] Jabbatalk,"Andrew Betts, The Ironworks Warton Road LA5 9EX Carnforth",,,,,,,,,,,,,,PCS,PACK106341,,,,,,3/28/2024 9:10,,HCV5 4G Global BLE,2125.64,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,10,31.602,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:11,,494505,RUP-55145,SO068985,[SP] Jabbatalk,"Andrew Betts, The Ironworks Warton Road LA5 9EX Carnforth",,,,,,,,,,,,,,PCS,PACK106341,,,,,,3/28/2024 9:10,,HCV5-Lite-EMEA,316.02,,
,[391] EasyCAN (LCV),10,5.801,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:11,,494505,RUP-55145,SO068985,[SP] Jabbatalk,"Andrew Betts, The Ironworks Warton Road LA5 9EX Carnforth",,,,,,,,,,,,,,PCS,PACK106341,,,,,,3/28/2024 9:10,,EasyCAN LCV (J1939),58.01,,
,"[B00002] GPS/GLONASS Antenna / Antena JCL002, RG174 1.5m, SMA male connector ",60,2.04133,done,,Kauno filialas,Customers,3/28/2024,3/28/2024 9:11,,494505,RUP-55145,SO068985,[SP] Jabbatalk,"Andrew Betts, The Ironworks Warton Road LA5 9EX Carnforth",,,,,,,,,,,,,,PCS,PACK106341,,,,,,3/28/2024 9:10,,Pro4/Tco4 antenna,122.48,,
,[TRACE5-LTE-EMEA] TRACE5-LTE-EMEA,2900,22.86776,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 12:21,,494550,RUP-55151,SO068898,[SP] Prime Beacon Technologies LLC,"Mr. Abbad Fouad Kharsa, Salah Addin Al Ayoubi Rd. Al Malaz Dist. Bldg no. 6999 12836 Riyadh",,,,,,,,,,,,,,PCS,PACK106388,,,,,,3/28/2024 12:21,,TRACE5-LTE-EMEA,66316.5,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,550,32.73555,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 12:21,,494550,RUP-55151,SO068898,[SP] Prime Beacon Technologies LLC,"Mr. Abbad Fouad Kharsa, Salah Addin Al Ayoubi Rd. Al Malaz Dist. Bldg no. 6999 12836 Riyadh",,,,,,,,,,,,,,PCS,PACK106388,,,,,,3/28/2024 12:21,,HCV5-Lite-EMEA,18004.55,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,200,42.1264,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:15,,495001,RUP-55144,SO068991,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106389,,,,,,3/28/2024 9:15,,HCV5 4G Global BLE,8425.28,,
,[Pro5-LTM-GL-BT] Pro5 4G Global BLE,60,40.73717,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:15,,495001,RUP-55144,SO068991,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106389,,,,,,3/28/2024 9:15,,Pro5 4G Global,2444.23,,
,"[K00062] FMS harness 0,5m with accessory wires",100,3.5824,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:15,,495001,RUP-55144,SO068991,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106389,,,,,,3/28/2024 9:15,,"FMS harness 0,5m with accessory wires / FMS Kabelis 0,5m su akse",358.24,,
,[K00091] Tacho harness with accessory wires 4m (CS116-34-02),100,8.5396,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 9:15,,495001,RUP-55144,SO068991,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106389,,,,,,3/28/2024 9:15,,Tacho harness with accessory wires 4m (5th gen),853.96,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,8,32.77375,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 6:58,,494745,RUP-55142,SO069035,[SP] A001-ATCONSULTORS ASSESSORAMENT I SERVEIS AMERICA LLC,"FABIAN ARDILES, MARIO JOSE BESEN 1P72871, 1400NW 121 Ave. STE #100 33182 Miami, Florida",,,,,,,,,,,,,,PCS,PACK106678,,,,,,3/28/2024 6:58,,Pro5-Lite-LA,262.19,,
,[FM-Eco4 light+ T] FM-Eco4 light+ T,10,20.183,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 11:19,,494824,RUP-55149,SO069049,[SP] Geobox Lukasz Szlagor,"Łukasz Szlagor, BORA KOMOROWSKIEGO 28 46-200 Kluczbork",,,,,,,,,,,,,,PCS,PACK106692,,,,,,3/28/2024 11:19,,FM-Eco4 light+ T,201.83,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,250,55.29952,done,,Final Production Warehouse (Kaunas),Customers,3/28/2024,3/28/2024 10:27,,495011,RUP-55148,SO069089,[SP] FieldTrack AB,"Abbe Rama, Traktorvägen 8 24133 Eslöv",,,,,,,,,,,,,,PCS,PACK106707,,,,,,3/28/2024 10:27,,Plug5-LTM-EMEA-BT,13824.88,,
,[PTT01] Push-to-talk,150,7.1,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 12:01,,493360,RUP-55141,SO068796,[SP] RIL TRANSPORT SERVICES INC.,"Alvin Lasac, 2170 Velasquez cor., Infanta Sts., Balut Tondo Manila",,,,,,,,,,,,,,PCS,PACK105989,,,,,,3/27/2024 12:01,,Push-to-Talk,1065,,
,[Pro_FLS] Pro_Fuel_level_sensor_750,50,60.205,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 12:01,,493360,RUP-55141,SO068796,[SP] RIL TRANSPORT SERVICES INC.,"Alvin Lasac, 2170 Velasquez cor., Infanta Sts., Balut Tondo Manila",,,,,,,,,,,,,,PCS,PACK105989,,,,,,4/5/2024 7:28,,Ruptela Fuel Level Sensor Pro / Ruptela kuro lygio matuoklis Pro,3010.25,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,100,54.1025,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 11:18,,494034,RUP-55139,SO068925,[SP] Sonnenschein Kommunikationstechnik,"Ralf Sonnenschein, Marktplatz 4 88131 Lindau (Bodensee)",,,,,,,,,,,,,,PCS,PACK106210,,,,,,3/27/2024 11:18,,Plug5-LTM-EMEA-BT,5410.25,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,20,54.145,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 11:26,,494115,RUP-55140,SO068945,[SP] Geotrack Telematics B.V,"Andre Pen, Businesspark Friesland West 35-A 8447 SL Heerenveen",,,,,,,,,,,,,,PCS,PACK106420,,,,,,3/27/2024 11:26,,Plug5-LTM-EMEA-BT,1082.9,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,200,32.30865,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 5:59,,494213,RUP-55135,SO068969,[SP] Transpoco,"Jeremiah Grange, DCU Alpha Innovation Campus Glasnevin, Dublin 11 D11 KXN4 Dublin",,,,,,,,,,,,,,PCS,PACK106295,,,,,,3/27/2024 5:58,,HCV5-Lite-EMEA,6461.73,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,10,33.713,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 5:39,,494781,RUP-55134,SO069019,[SP] Actia Telematics Services,"Jean-Philippe Josse, Chaussée de Marche 774 B-5100 Naninne",,,,,,,,,,,,,,PCS,PACK106629,,,,,,3/27/2024 5:39,,HCV5-Lite-EMEA,337.13,,
,[DS9092] Jungtis-sklaitytuvas Dallas raktui DS9092,10,5.79,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 5:39,,494781,RUP-55134,SO069019,[SP] Actia Telematics Services,"Jean-Philippe Josse, Chaussée de Marche 774 B-5100 Naninne",,,,,,,,,,,,,,PCS,PACK106629,,,,,,3/27/2024 5:39,,iButton Reader / Ibutton skaitytuvas,57.9,,
,[Relay12V] Relay  / Relė 12V,10,0.77,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 5:39,,494781,RUP-55134,SO069019,[SP] Actia Telematics Services,"Jean-Philippe Josse, Chaussée de Marche 774 B-5100 Naninne",,,,,,,,,,,,,,PCS,PACK106629,,,,,,3/27/2024 5:39,,Relay 12V / Degimo blokavimo relė 12V,7.7,,
,[391] EasyCAN (LCV),10,5.801,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 5:39,,494781,RUP-55134,SO069019,[SP] Actia Telematics Services,"Jean-Philippe Josse, Chaussée de Marche 774 B-5100 Naninne",,,,,,,,,,,,,,PCS,PACK106629,,,,,,3/27/2024 5:39,,EasyCAN LCV (J1939),58.01,,
,[TRACE5-LTM-IP67] Trace 5 LTM IP67,500,25.99756,done,,Final Production Warehouse (Kaunas),Customers,3/27/2024,3/27/2024 8:40,,494910,RUP-55137,SO068764,"[SP] Sistemas y Servicios de Comunicación, S.A. de C.V.","Carlos Ivan Wong Martinez, 1630 E. Paisano Dr. suite C 79901 El Paso",,,,,,,,,,,,,,PCS,PACK106125,,,,,,3/27/2024 8:40,,Trace 5 LTM IP67,12998.78,,
,[ZM-CAM30-FST] Outdoor camera,25,33.198,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 8:46,,492113,RUP-55129,SO068609,[SP] SMART TRACKING,"Daniel Martínez, 8 calle 14-51 zona 7 quinta Samayoa 01007 Guatemala",,,,,,,,,,,,,,PCS,PACK105386,,,,,,3/26/2024 8:45,,[ZM-CAM30-FST] Outdoor camera,829.95,,
,[391] EasyCAN (LCV),500,5.91868,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 6:17,,494161,RUP-55128,SO068636,[SP] Fleet Complete Eesti OÜ,"Piret Papper, Lõõtsa 1A 11415 Talinn",,,,,,,,,,,,,,PCS,PACK105382,,,,,,3/26/2024 6:17,,EasyCAN LCV (J1939),2959.34,,
,[K00108] HCV harness EasyCAN for Fleet Complete,500,1.72984,done,,Kauno filialas,Customers,3/26/2024,3/26/2024 6:17,,494161,RUP-55128,SO068636,[SP] Fleet Complete Eesti OÜ,"Piret Papper, Lõõtsa 1A 11415 Talinn",,,,,,,,,,,,,,PCS,PACK105382,,,,,,3/26/2024 6:17,,HCV harness EasyCAN for Fleet Complete,864.92,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,3,54.16667,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 8:54,,494665,RUP-55130,SO069009,[SP] FREE PORT d.o.o.,"Damir Belamarić, Orlanska 7 10000 Zagreb",,,,,,,,,,,,,,PCS,PACK106589,,,,,,3/26/2024 8:54,,Plug5-LTM-EMEA-BT,162.5,,
,[Plug5-LTM-EMEA-BT] Plug5-LTM-EMEA-BT,2,54.16,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 10:30,,494712,RUP-55132,SO069010,[SP] ATCONSULTORS ASSESSORAMENT i SERVEIS GLOBAL S.L,"Fabian Ardiles, CALLE MOSSEN JACINTO VERDAGUER Nº 48 BAJO LOCAL 08330 PREMIA DE MAR, BARCELONA",,,,,,,,,,,,,,PCS,PACK106583,,,,,,3/26/2024 10:30,,Plug5-LTM-EMEA-BT,108.32,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,2,37.44,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 10:30,,494712,RUP-55132,SO069010,[SP] ATCONSULTORS ASSESSORAMENT i SERVEIS GLOBAL S.L,"Fabian Ardiles, CALLE MOSSEN JACINTO VERDAGUER Nº 48 BAJO LOCAL 08330 PREMIA DE MAR, BARCELONA",,,,,,,,,,,,,,PCS,PACK106583,,,,,,3/26/2024 10:30,,Eco5-5W-LTE-EMEA-IP54,74.88,,
,"[K00140] 90 degree angle, 50 cm length, for Plug5",3,2.09333,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 10:30,,494712,RUP-55132,SO069010,[SP] ATCONSULTORS ASSESSORAMENT i SERVEIS GLOBAL S.L,"Fabian Ardiles, CALLE MOSSEN JACINTO VERDAGUER Nº 48 BAJO LOCAL 08330 PREMIA DE MAR, BARCELONA",,,,,,,,,,,,,,PCS,PACK106583,,,,,,3/26/2024 10:30,,"90 degree angle, 50 cm length, for Plug5",6.28,,
,[TRACE5-LTE-IP67-LA] TRACE5-LTE-IP67-LA,2,26.71,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,TRACE5-LTE-IP67-LA,53.42,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,2,32.775,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,Pro5-Lite-LA,65.55,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,2,42.515,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,HCV5 4G Global BLE,85.03,,
,[TRACE5-LTE-IP67-LA] TRACE5-LTE-IP67-LA,1,26.71,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,TRACE5-LTE-IP67-LA,26.71,,
,[Pro5-Lite-LTE-LA] Pro5-Lite-LA,1,32.77,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,Pro5-Lite-LA,32.77,,
,[HCV5-LTM-GL-BT] HCV5 4G Global BLE,1,42.51,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,HCV5 4G Global BLE,42.51,,
,[Eco5-5W-LTM-IP54] Eco5-5W-LTM-IP54,1,62.74,done,,Final Production Warehouse (Kaunas),Customers,3/26/2024,3/26/2024 9:29,,494748,RUP-55131,SO068767,[SP] QUICKLINK S.A.S.,"Sebastian Robayo, Provincia: PICHINCHA Cantón: QUITO Parroquia: QUITO DISTRITO METROPOLITANO, Barrio: IÑAQUITO Calle: AVENIDA DE LOS SHYRIS Número - Quito",,,,,,,,,,,,,,PCS,PACK106571,,,,,,3/26/2024 9:29,,Eco5-5W-LTM-IP54,62.74,,
,[TRACE5-LTE-LA] TRACE5-LTE-LA,200,22.5921,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 8:46,,494445,RUP-55120,SO068907,[SP] GRUPO FEDERAL,"Francesco Santiago, AV CONTORNO, NÚMERO: 3790 - LOTE 01 - QUADRA 20 76.382-256 Ceres - GO",,,,,,,,,,,,,,PCS,PACK106359,,,,,,3/25/2024 8:46,,TRACE5-LTE-LA,4518.42,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,100,33.3802,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 8:55,,494496,RUP-55121,SO068983,[SP] SJD Systems Limited,"David Newton, Suite 16 Waters Edge Business Centre DN18 5JR Maitklin",,,,,,,,,,,,,,PCS,PACK106340,,,,,,3/25/2024 8:55,,HCV5-Lite-EMEA,3338.02,,
,[Pro5-LTM-GL-BT] Pro5 4G Global BLE,4,41.2775,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 12:32,,494555,RUP-55126,SO068974,"[SP] Heliot Co.,ltd","Bopit Towaranon, 555/59 Songprapha Rd, Don Mueang, 10210 Bangkok",,,,,,,,,,,,,,PCS,PACK106398,,,,,,3/25/2024 12:32,,Pro5 4G Global,165.11,,
,[K00081] TCO5 14pin harness,4,0.835,done,,Kauno filialas,Customers,3/25/2024,3/25/2024 12:32,,494555,RUP-55126,SO068974,"[SP] Heliot Co.,ltd","Bopit Towaranon, 555/59 Songprapha Rd, Don Mueang, 10210 Bangkok",,,,,,,,,,,,,,PCS,PACK106398,,,,,,3/25/2024 12:32,,TCO5 14pin harness,3.34,,
,[K00082] TCO5 16pin harness,4,1.0025,done,,Kauno filialas,Customers,3/25/2024,3/25/2024 12:32,,494555,RUP-55126,SO068974,"[SP] Heliot Co.,ltd","Bopit Towaranon, 555/59 Songprapha Rd, Don Mueang, 10210 Bangkok",,,,,,,,,,,,,,PCS,PACK106398,,,,,,3/25/2024 12:32,,TCO5 16pin harness,4.01,,
,[LCV5-LTM-GL-BT] LCV5 4G Global BLE,160,42.43006,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 13:25,,494852,RUP-55127,SO068998,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106513,,,,,,3/25/2024 13:25,,LCV5 4G Global BLE,6788.81,,
,[HCV5-Lite-LTE-EMEA] HCV5-Lite-EMEA,80,33.71325,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 13:25,,494852,RUP-55127,SO068998,[SP] UAB Linqo,Perkūnkiemio g. 6-1 12130 Vilnius,,,,,,,,,,,,,,PCS,PACK106513,,,,,,3/25/2024 13:25,,HCV5-Lite-EMEA,2697.06,,
,[Eco5-5W-LTE-EMEA-IP54] Eco5-5W-LTE-EMEA-IP54,1,48.71,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 9:49,,494653,RUP-55125,SO069007,[SP] Ravena LTD,"Ivo I, 88 Dimitar Hadzikotsev str., fl.2, ap.4 1421 Sofia",,,,,,,,,,,,,,PCS,PACK106519,,,,,,3/25/2024 9:49,,Eco5-5W-LTE-EMEA-IP54,48.71,,
,[391] EasyCAN (LCV),10,6.929,done,,Final Production Warehouse (Kaunas),Customers,3/25/2024,3/25/2024 9:35,,494710,RUP-55124,SO069021,[SP] Epsilon(E) Euromat Hellassa,"Elpiniki Marouli, Ilissou 123 Moschato zip code 18345 18345 Athens",,,,,,,,,,,,,,PCS,PACK106580,,,,,,3/25/2024 9:35,,EasyCAN LCV (J1939),69.29,,
,"[B00002] GPS/GLONASS Antenna / Antena JCL002, RG174 1.5m, SMA male connector ",350,2.0414,done,,Kauno filialas,Customers,3/25/2024,3/25/2024 9:38,,494714,RUP-55123,SO068955,[SP] Tahograf d.o.o.,"Tomislav Matos, Dr.F.Trudmana 24 Sveta Nedelja - Brezje 10431 SVETA NEDELJA",,,,,,,,,,,,,,PCS,PACK106413,,,,,,3/25/2024 9:37,,Pro4/Tco4 antenna,714.49,,
